D000183$,,,,,,,,,,,,,
D000423$,,,,,,,,,,,,,
D000470$,,,,,,,,,,,,,
D000476$,,,,,,,,,,,,,
D000494$,,,,,,,,,,,,,
D000498$,,,,,,,,,,,,,
D000539$,,,,,,,,,,,,,
D000546$,,,,,,,,,,,,,
D000570$,,,,,,,,,,,,,
D000597$,,,,,,,,,,,,,
D000782$,,,,,,,,,,,,,
D001238$,,,,,,,,,,,,,
D001487$,,,,,,,,,,,,,
D003704$,,,,,,,,,,,,,
D004217$,,,,,,,,,,,,,
D004270$,,,,,,,,,,,,,
D004592$,,,,,,,,,,,,,
DCJ7F6B1$,,,,,,,,,,,,,
L000190$,,,,,,,,,,,,,
L000465$,,,,,,,,,,,,,
L000733$,,,,,,,,,,,,,
L000770$,,,,,,,,,,,,,
L000823$,,,,,,,,,,,,,
L000848$,,,,,,,,,,,,,
L000860$,,,,,,,,,,,,,
L000903$,,,,,,,,,,,,,
L000914$,,,,,,,,,,,,,
L001293$,,,,,,,,,,,,,
L004005$,,,,,,,,,,,,,
L004195$,,,,,,,,,,,,,
L8034$,,,,,,,,,,,,,
L8131$,,,,,,,,,,,,,
UPSTEST$,,,,,,,,,,,,,
